#漢字	音標	解釋
蕊	ȵiuːi4	
□	∅iuːi5	植物郁郁葱葱的
惠	∅iuːi6	
銳	∅iuːi6	
睿	∅iuːi6	
刨	pau2	
狍	pau2	
泡	pʰau1	~~
拋	pʰau1	
拋	pʰau1	
雹	pʰau1	
跑	pʰau3	
炮	pʰau5	
泡	pʰau5	~在水里
褒	ɓau1	
包	ɓau1	
胞	ɓau1	
鮑	ɓau1	
飽	ɓau3	
豹	ɓau5	
爆	ɓau5	
貓	mau1	
茅	mau2	
卯	mau4	
□	mau5	黑
貌	mau6	
□	fau6	~口：大口地咬一口
鬧	nau6	
撈	lau1	
□	lau3	搅拌
爪	tsau3	
罩	tsau5	
笊	tsau5	~篱
驟	tsau6	
抄	tsʰau1	
鈔	tsʰau1	
綽	tsʰau1	~起棍子
炒	tsʰau3	
吵	tsʰau3	
□	tsʰau5	吵着要某种东西
梢	sau1	
捎	sau1	
